case_id,project_type,state,district,land_area_acres,affected_families,affected_parcels,project_complexity,historical_performance_score,compensation_completion_pct,approval_completion_pct,documentation_completion_pct,possession_pct,rehabilitation_progress_pct,stakeholder_response_rate,legal_disputes_count,disputed_parcels_count,pending_approvals_count,incomplete_documents_count,unresolved_grievances_count,administrative_bottlenecks_score,field_verification_delay_days,planned_duration_months,elapsed_duration_months,avg_approval_time_days,avg_verification_time_days,avg_stakeholder_response_days,route_affected_parcel_count,route_land_area_acres,route_affected_households,route_complexity_score,route_legal_dispute_exposure,estimated_acquisition_cost_cr,delayed,actual_delay_months,actual_delay_days
CASE-001958,Expressway / Highway,Karnataka,Bengaluru Rural,207.3,309,294,4,41.1,33.1,72.3,21.4,34.3,34.3,53.4,13,13,5,185,6,70.1,80.4,24.0,4.5,67.1,50.7,26.8,294,207.3,309,4.3,4.4,2432.0,1,4.6,138
CASE-001959,Expressway / Highway,Telangana,Medchal,221.1,478,350,5,31.1,34.3,58.7,42.3,32.6,9.5,49.5,19,19,8,162,10,56.5,80.4,24.0,12.0,96.1,42.3,34.0,350,221.1,478,5.0,5.4,2428.1,1,4.7,141
CASE-001960,Port Connectivity,Kerala,Thrissur,165.0,334,266,1,68.5,63.4,70.2,66.1,47.8,52.6,53.3,12,20,5,72,6,52.6,50.9,24.0,7.4,56.9,39.4,28.6,266,165.0,334,1.5,7.5,818.7,0,0.0,0
CASE-001961,Expressway / Highway,Tamil Nadu,Salem,240.5,639,359,2,60.9,57.7,87.5,88.6,53.6,53.0,74.0,17,27,2,33,2,42.1,33.4,36.0,8.3,43.5,39.1,26.6,359,240.5,639,2.4,7.5,1953.5,0,0.0,0
CASE-001962,High-Speed Rail Feeder,Karnataka,Dakshina Kannada,388.5,815,669,5,66.5,4.8,40.9,17.4,10.4,24.0,36.5,23,26,9,300,6,94.5,90.0,18.0,10.6,78.6,58.0,39.0,669,388.5,815,4.7,3.9,5231.1,1,8.5,255
CASE-001963,Freight Corridor,Kerala,Kozhikode,251.1,280,294,3,64.9,40.8,60.8,40.7,38.4,43.5,55.2,15,24,5,139,6,67.1,67.3,24.0,7.1,61.4,38.7,22.5,294,251.1,280,3.2,8.2,2822.1,1,4.3,129
CASE-001964,High-Speed Rail Feeder,Karnataka,Mysuru,409.7,1301,777,3,61.6,60.9,70.9,56.8,57.5,48.0,51.5,18,21,3,269,5,54.7,55.7,24.0,5.6,64.6,31.7,23.8,777,409.7,1301,3.2,2.7,5088.6,0,0.0,0
CASE-001965,Expressway / Highway,Maharashtra,Nashik,230.7,237,220,3,52.3,59.7,71.1,81.7,59.8,55.9,92.3,14,24,5,32,3,48.0,51.4,24.0,17.9,58.4,14.9,25.3,220,230.7,237,3.0,10.9,1114.0,0,0.0,0
CASE-001966,Expressway / Highway,Maharashtra,Thane,215.6,341,376,4,65.4,26.5,75.3,0.0,22.5,10.9,40.8,21,27,3,300,4,69.4,90.1,18.0,14.1,83.1,37.2,35.1,376,215.6,341,4.4,7.2,1891.9,1,8.1,243
CASE-001967,Ring Road / Bypass,Tamil Nadu,Krishnagiri,301.0,534,366,3,48.7,53.9,70.7,71.3,50.4,45.5,55.0,11,11,4,84,10,58.2,52.1,30.0,4.8,67.3,27.3,34.2,366,301.0,534,3.3,3.0,4086.6,0,0.0,0
CASE-001968,Expressway / Highway,Karnataka,Belagavi,166.8,302,286,4,56.6,41.3,68.4,61.4,46.1,56.2,67.5,9,16,5,88,6,46.3,58.8,30.0,20.7,59.2,22.9,26.9,286,166.8,302,3.9,5.6,1089.0,0,0.0,0
CASE-001969,Port Connectivity,Karnataka,Mysuru,472.8,251,308,5,73.0,23.1,70.1,8.2,16.3,9.5,27.7,19,34,5,226,4,91.7,88.9,24.0,20.0,78.0,62.3,40.5,308,472.8,251,4.9,11.0,5910.2,1,7.6,228
CASE-001970,Freight Corridor,Tamil Nadu,Madurai,246.6,442,302,3,66.7,10.8,72.9,21.7,22.4,28.8,51.9,18,32,6,189,10,67.0,108.0,30.0,18.6,74.7,53.7,33.4,302,246.6,442,2.9,10.6,1260.4,1,5.6,168
CASE-001971,Ring Road / Bypass,Tamil Nadu,Coimbatore,377.7,706,809,3,45.8,22.6,23.9,47.1,25.3,25.0,48.0,24,26,11,300,2,61.1,70.5,24.0,8.5,68.3,47.4,35.4,809,377.7,706,3.0,3.2,2721.1,1,9.0,270
CASE-001972,Expressway / Highway,Kerala,Palakkad,191.7,233,291,3,56.9,0.0,38.9,22.1,8.5,1.7,26.9,23,24,9,181,8,73.0,92.6,36.0,6.9,93.5,48.8,41.1,291,191.7,233,3.2,8.2,1301.8,1,7.0,210
CASE-001973,Ring Road / Bypass,Karnataka,Dakshina Kannada,205.7,427,288,2,52.2,50.6,85.1,75.9,45.8,59.7,84.1,4,5,3,56,2,34.6,53.7,42.0,17.1,31.4,11.2,14.8,288,205.7,427,1.8,1.7,1018.4,0,0.0,0
CASE-001974,Ring Road / Bypass,Maharashtra,Thane,163.2,204,163,3,67.8,49.0,79.3,66.1,46.6,51.9,50.6,15,18,3,44,7,50.8,52.2,30.0,19.6,57.8,26.3,26.7,163,163.2,204,2.7,11.0,1836.1,0,0.0,0
CASE-001975,Port Connectivity,Karnataka,Dakshina Kannada,151.2,337,210,1,68.8,50.0,81.7,69.6,45.4,40.8,69.3,14,20,1,51,2,46.5,35.9,24.0,10.1,60.6,5.0,19.1,210,151.2,337,1.0,9.5,1912.0,0,0.0,0
CASE-001976,Expressway / Highway,Gujarat,Ahmedabad,266.8,494,512,5,69.1,5.7,40.8,22.5,6.9,17.4,26.3,22,36,6,300,5,96.2,110.2,48.0,9.9,96.4,61.2,42.8,512,266.8,494,5.0,7.0,2099.5,1,10.4,312
CASE-001977,High-Speed Rail Feeder,Karnataka,Tumakuru,143.9,215,164,3,78.2,66.2,85.2,81.7,55.9,62.8,76.0,11,12,2,24,4,50.1,31.2,30.0,25.0,36.5,27.6,21.8,164,143.9,215,2.9,7.3,1500.7,0,0.0,0
CASE-001978,High-Speed Rail Feeder,Karnataka,Mysuru,312.0,430,469,5,45.6,28.0,71.0,21.6,34.6,27.8,52.7,14,15,5,294,7,60.3,68.7,24.0,14.8,61.8,56.7,38.1,469,312.0,430,5.0,3.2,2098.4,1,4.1,123
CASE-001979,Elevated Expressway,Andhra Pradesh,Chittoor,191.0,387,320,2,70.4,55.5,72.5,61.6,52.5,50.4,75.3,13,16,4,98,3,42.8,40.8,36.0,13.4,61.6,25.1,25.6,320,191.0,387,1.6,5.0,1235.6,0,0.0,0
CASE-001980,Ring Road / Bypass,Andhra Pradesh,Visakhapatnam,536.5,770,666,5,44.4,0.2,75.0,24.4,0.0,8.7,30.5,25,31,4,300,8,83.2,92.4,30.0,10.8,93.1,46.2,37.6,666,536.5,770,5.0,4.7,4610.8,1,9.1,273
CASE-001981,Freight Corridor,Tamil Nadu,Salem,219.7,332,231,3,70.7,28.1,74.9,53.1,35.5,27.4,60.6,15,26,4,87,4,45.3,52.3,30.0,18.7,43.4,37.6,22.8,231,219.7,332,2.9,11.3,1386.2,1,3.8,114
CASE-001982,Expressway / Highway,Kerala,Thrissur,388.5,470,330,4,63.8,18.2,36.9,24.6,11.5,25.0,35.6,17,23,10,199,4,70.2,77.6,18.0,10.2,72.6,55.6,26.8,330,388.5,470,4.0,7.0,4762.1,1,6.0,180
CASE-001983,High-Speed Rail Feeder,Maharashtra,Thane,209.7,169,160,2,67.6,67.0,89.8,64.2,56.4,54.2,68.2,9,10,2,46,4,45.3,30.4,18.0,13.7,45.1,25.3,21.4,160,209.7,169,2.4,6.2,1464.4,0,0.0,0
CASE-001984,High-Speed Rail Feeder,Maharashtra,Nashik,128.0,107,126,3,57.6,100.0,75.1,73.5,96.4,93.3,100.0,1,1,3,27,1,36.6,31.7,36.0,26.7,33.8,16.4,9.5,126,128.0,107,2.6,0.8,655.1,0,0.0,0
CASE-001985,Expressway / Highway,Tamil Nadu,Salem,424.8,242,268,3,61.1,67.2,60.2,58.8,64.4,67.4,76.1,9,11,5,88,5,34.5,41.7,42.0,31.0,67.8,29.5,19.8,268,424.8,242,2.9,4.1,5450.4,0,0.0,0
CASE-001986,Freight Corridor,Tamil Nadu,Krishnagiri,382.3,1189,694,3,40.8,44.4,82.5,50.7,35.0,32.7,57.9,19,30,4,274,12,48.5,53.3,18.0,5.6,54.3,44.2,31.6,694,382.3,1189,3.3,4.3,5200.3,1,8.6,258
CASE-001987,Elevated Expressway,Telangana,Hyderabad,277.9,330,216,2,76.9,66.3,82.3,66.0,61.8,65.2,80.4,11,18,1,59,2,58.1,58.8,42.0,21.1,65.0,35.7,14.4,216,277.9,330,2.1,8.3,2962.3,0,0.0,0
CASE-001988,Expressway / Highway,Maharashtra,Aurangabad,318.3,1131,649,5,28.8,39.9,30.7,27.7,39.1,40.1,54.5,15,22,9,300,4,64.2,71.4,36.0,5.4,76.0,41.3,29.1,649,318.3,1131,5.0,3.4,1969.3,1,3.1,93
CASE-001989,Expressway / Highway,Maharashtra,Pune,172.4,346,244,1,83.1,89.2,78.1,76.2,78.3,75.9,85.2,8,9,3,46,3,37.1,35.5,30.0,7.6,48.3,27.0,15.1,244,172.4,346,1.2,3.7,1999.1,0,0.0,0
CASE-001990,High-Speed Rail Feeder,Telangana,Sangareddy,164.2,368,219,2,48.8,77.4,85.9,58.7,70.4,74.0,82.5,10,11,2,72,5,32.8,42.9,36.0,24.3,64.2,28.8,30.3,219,164.2,368,1.6,5.0,1046.1,0,0.0,0
CASE-001991,Elevated Expressway,Kerala,Palakkad,198.4,220,140,2,77.4,95.5,96.2,100.0,95.2,90.0,100.0,3,5,0,0,0,10.8,10.0,48.0,21.2,15.0,9.6,17.5,140,198.4,220,1.9,3.6,1375.8,0,0.0,0
CASE-001992,Elevated Expressway,Tamil Nadu,Salem,240.0,204,195,5,50.1,89.0,100.0,100.0,85.2,74.7,84.8,2,3,0,0,3,23.1,1.1,24.0,5.4,41.8,22.1,15.2,195,240.0,204,4.8,1.5,1671.1,0,0.0,0
CASE-001993,Expressway / Highway,Telangana,Sangareddy,232.3,710,458,3,59.7,50.0,69.3,55.9,53.8,67.4,65.0,18,25,6,162,2,44.4,57.2,36.0,25.3,64.7,36.4,21.4,458,232.3,710,3.0,5.5,2858.3,0,0.0,0
CASE-001994,Expressway / Highway,Tamil Nadu,Coimbatore,216.8,512,363,3,57.0,22.9,62.5,34.0,18.0,0.0,53.9,25,27,8,192,8,80.4,77.8,18.0,5.1,61.9,51.2,35.7,363,216.8,512,3.1,7.4,1185.4,1,11.0,330
CASE-001995,Ring Road / Bypass,Kerala,Thrissur,211.9,154,159,3,48.9,86.7,61.4,70.5,80.4,65.9,70.7,7,8,5,38,5,29.1,70.4,24.0,17.2,24.6,20.9,20.2,159,211.9,154,2.8,5.0,2285.9,0,0.0,0
CASE-001996,Ring Road / Bypass,Telangana,Medchal,377.8,570,638,4,47.8,25.4,66.0,14.6,18.6,12.1,47.6,17,28,6,300,5,51.8,75.8,30.0,9.1,57.8,48.0,23.0,638,377.8,570,4.1,4.4,2469.1,1,6.4,192
CASE-001997,Expressway / Highway,Gujarat,Bharuch,66.9,63,54,1,92.0,75.0,100.0,69.6,82.1,86.7,87.5,10,16,1,13,2,38.3,27.3,30.0,15.0,53.1,21.7,18.2,54,66.9,63,1.0,29.6,667.8,0,0.0,0
CASE-001998,Elevated Expressway,Tamil Nadu,Krishnagiri,227.4,558,403,1,52.9,48.1,74.9,62.1,45.4,60.2,77.4,14,24,2,122,2,61.3,91.9,42.0,26.6,49.1,29.9,26.3,403,227.4,558,1.0,6.0,1750.8,1,4.4,132
CASE-001999,Elevated Expressway,Tamil Nadu,Tiruchirappalli,139.6,400,295,1,73.3,45.6,89.3,50.2,44.6,50.5,60.7,14,23,2,118,7,52.8,75.4,30.0,15.9,60.5,36.9,24.4,295,139.6,400,1.0,7.8,957.5,1,3.3,99
CASE-002000,Expressway / Highway,Karnataka,Bengaluru Rural,325.6,756,590,3,52.6,55.0,67.7,41.3,50.3,36.4,45.4,15,25,3,277,5,51.4,91.6,24.0,4.4,54.5,37.0,35.1,590,325.6,756,3.0,4.2,3776.1,0,0.0,0
CASE-002001,Expressway / Highway,Karnataka,Belagavi,188.2,462,361,3,71.9,43.6,75.0,35.8,35.2,27.1,56.1,22,29,3,185,3,62.4,74.7,30.0,10.9,55.4,36.9,23.4,361,188.2,462,2.9,8.0,2418.2,1,5.5,165
CASE-002002,Expressway / Highway,Tamil Nadu,Chennai,356.3,464,568,3,61.4,30.5,49.0,29.8,38.2,37.5,61.7,19,30,7,300,9,42.7,86.7,30.0,13.7,67.4,42.9,30.1,568,356.3,464,3.0,5.3,4711.1,1,4.6,138
CASE-002003,Freight Corridor,Andhra Pradesh,Guntur,485.0,242,294,4,66.4,45.1,80.2,51.5,39.7,30.4,55.3,20,24,3,114,9,67.0,85.1,24.0,15.2,53.2,37.0,28.2,294,485.0,242,4.0,8.2,4042.2,1,9.0,270
CASE-002004,Expressway / Highway,Tamil Nadu,Salem,289.8,650,538,2,69.3,57.1,60.4,72.2,53.5,40.5,61.1,14,18,4,120,2,43.6,41.4,48.0,12.6,50.5,32.8,25.1,538,289.8,650,2.1,3.3,2443.2,0,0.0,0
CASE-002005,Freight Corridor,Karnataka,Dakshina Kannada,307.3,504,383,2,54.7,42.1,51.9,67.5,21.8,18.6,76.4,21,22,7,100,5,48.5,47.9,18.0,10.9,44.3,31.7,22.0,383,307.3,504,2.5,5.7,3629.0,1,7.2,216
CASE-002006,Freight Corridor,Kerala,Thiruvananthapuram,336.7,992,672,2,58.9,0.0,37.7,7.8,4.7,5.2,45.4,23,26,7,300,3,83.3,84.1,18.0,8.0,98.7,62.0,39.7,672,336.7,992,2.2,3.9,4611.8,1,9.6,288
CASE-002007,Elevated Expressway,Maharashtra,Pune,248.3,552,377,2,61.8,64.3,84.1,72.8,64.6,63.6,96.0,14,24,2,82,2,69.7,51.5,30.0,14.5,55.6,28.2,26.5,377,248.3,552,2.4,6.4,3133.1,0,0.0,0
CASE-002008,Expressway / Highway,Kerala,Kozhikode,236.5,382,214,2,58.5,84.8,88.1,81.8,91.4,87.7,89.8,6,8,3,31,0,16.5,26.3,24.0,7.9,27.9,25.7,10.8,214,236.5,382,2.0,3.7,2144.0,0,0.0,0
CASE-002009,Ring Road / Bypass,Tamil Nadu,Coimbatore,210.0,172,144,3,49.3,71.9,71.1,62.1,63.7,60.7,49.6,9,15,3,44,3,39.7,37.9,18.0,6.4,42.2,32.1,20.9,144,210.0,172,3.2,10.4,2049.0,0,0.0,0
CASE-002010,Port Connectivity,Maharashtra,Aurangabad,204.1,282,304,3,75.9,66.2,71.0,66.4,59.4,57.3,68.6,10,14,2,82,1,41.7,27.0,36.0,16.2,36.9,17.5,12.3,304,204.1,282,2.6,4.6,1203.1,0,0.0,0
CASE-002011,Ring Road / Bypass,Tamil Nadu,Krishnagiri,184.9,307,279,4,63.8,84.3,99.1,82.5,76.5,84.1,96.3,4,4,0,39,3,28.1,43.6,30.0,18.4,32.0,8.6,16.3,279,184.9,307,4.3,1.4,1437.9,0,0.0,0
CASE-002012,High-Speed Rail Feeder,Tamil Nadu,Salem,144.8,448,286,3,56.5,45.9,77.1,27.2,44.1,42.1,64.6,16,26,3,167,4,52.7,57.6,24.0,20.4,78.8,33.3,33.0,286,144.8,448,3.4,9.1,878.1,1,2.2,66
CASE-002013,Ring Road / Bypass,Andhra Pradesh,Vijayawada,262.2,182,174,2,51.4,56.5,41.9,47.2,53.1,51.5,44.5,13,20,8,73,10,86.1,64.4,24.0,17.6,78.5,43.1,33.1,174,262.2,182,2.5,11.5,1994.4,1,2.2,66
CASE-002014,Elevated Expressway,Tamil Nadu,Chennai,293.8,909,562,3,58.8,38.8,46.5,57.7,38.4,34.6,78.3,6,7,8,190,7,43.4,74.4,24.0,17.5,44.2,30.8,22.8,562,293.8,909,2.7,1.2,2791.9,0,0.0,0
CASE-002015,Expressway / Highway,Maharashtra,Nagpur,261.1,524,326,3,43.4,62.7,80.6,68.3,65.4,66.9,74.4,13,14,2,83,7,33.9,35.2,24.0,12.8,58.1,43.6,28.8,326,261.1,524,3.5,4.3,2543.3,0,0.0,0
CASE-002016,Ring Road / Bypass,Karnataka,Mysuru,327.6,600,473,4,63.3,28.9,74.5,15.8,31.4,33.8,35.0,16,29,2,300,7,67.7,94.7,42.0,32.9,70.5,36.0,48.2,473,327.6,600,4.0,6.1,2831.2,1,7.3,219
CASE-002017,Ring Road / Bypass,Karnataka,Tumakuru,359.6,800,523,4,52.6,18.0,77.4,12.4,17.8,12.2,30.9,24,41,4,300,6,87.0,98.8,36.0,8.4,93.3,60.7,39.1,523,359.6,800,4.4,7.8,1791.5,1,8.6,258
CASE-002018,High-Speed Rail Feeder,Andhra Pradesh,Visakhapatnam,262.5,509,318,3,54.7,53.7,26.1,43.6,36.3,40.9,64.9,15,22,11,143,8,73.9,79.9,48.0,31.4,76.4,51.0,19.2,318,262.5,509,3.2,6.9,2588.6,1,3.5,105
CASE-002019,Expressway / Highway,Tamil Nadu,Chennai,187.4,256,168,3,75.3,86.5,97.2,79.8,78.4,88.5,92.1,6,11,1,27,3,32.5,15.0,36.0,11.4,26.9,31.7,9.2,168,187.4,256,3.4,6.5,1531.0,0,0.0,0
CASE-002020,Expressway / Highway,Telangana,Hyderabad,156.8,127,114,2,57.4,51.5,98.3,66.5,54.1,55.2,67.6,8,13,2,31,2,38.7,35.1,24.0,18.4,32.8,33.4,20.2,114,156.8,127,2.1,11.4,1422.9,0,0.0,0
CASE-002021,Ring Road / Bypass,Gujarat,Vadodara,175.9,159,164,3,80.8,62.6,72.6,42.3,49.5,49.3,61.5,14,19,3,76,3,63.5,59.9,24.0,14.5,64.6,33.5,32.6,164,175.9,159,2.8,11.6,948.6,0,0.0,0
CASE-002022,Expressway / Highway,Maharashtra,Thane,284.3,455,495,5,43.1,30.4,100.0,32.5,19.2,23.0,52.3,25,25,2,267,9,58.8,109.2,30.0,21.5,68.3,35.5,37.6,495,284.3,455,5.0,5.1,2852.6,1,4.9,147
CASE-002023,Ring Road / Bypass,Gujarat,Rajkot,301.0,898,509,3,49.6,29.2,54.9,21.8,28.3,40.9,52.3,20,28,6,300,8,51.6,63.2,36.0,11.0,69.4,34.2,26.9,509,301.0,898,2.8,5.5,3829.4,1,8.4,252
CASE-002024,High-Speed Rail Feeder,Tamil Nadu,Chennai,436.9,657,734,2,60.2,52.4,56.6,46.0,47.2,46.1,43.5,16,21,3,300,3,61.6,56.5,18.0,4.8,80.6,35.9,18.9,734,436.9,657,1.8,2.9,2508.9,0,0.0,0
CASE-002025,High-Speed Rail Feeder,Karnataka,Tumakuru,157.2,401,323,3,60.9,30.7,59.4,31.7,38.9,34.8,50.3,19,20,4,176,4,71.1,59.7,36.0,13.6,65.0,33.2,29.1,323,157.2,401,2.7,6.2,1185.0,1,4.8,144
CASE-002026,Expressway / Highway,Karnataka,Tumakuru,201.2,242,268,5,45.4,22.1,70.5,12.4,32.6,17.5,44.7,16,23,5,188,6,93.0,84.6,30.0,7.9,83.8,44.5,33.6,268,201.2,242,4.6,8.6,1557.5,1,6.6,198
CASE-002027,Expressway / Highway,Kerala,Kozhikode,175.4,507,318,2,82.3,80.7,78.9,75.8,67.5,60.7,97.0,8,11,3,62,5,51.7,84.3,30.0,23.3,50.5,34.7,25.2,318,175.4,507,2.3,3.5,927.2,0,0.0,0
CASE-002028,Ring Road / Bypass,Gujarat,Rajkot,290.7,656,485,3,65.3,56.0,75.2,81.1,62.3,58.6,97.9,6,8,2,73,2,42.3,28.9,24.0,17.6,28.8,31.3,26.3,485,290.7,656,2.8,1.6,2632.0,0,0.0,0
CASE-002029,Ring Road / Bypass,Karnataka,Bengaluru Rural,244.1,500,512,2,52.5,100.0,66.3,100.0,94.1,77.3,94.7,7,11,3,0,4,35.8,20.6,24.0,8.5,31.7,33.2,13.6,512,244.1,500,1.9,2.1,1472.8,0,0.0,0
CASE-002030,Ring Road / Bypass,Telangana,Sangareddy,157.7,465,264,2,58.2,94.8,93.9,100.0,93.1,85.8,89.7,5,6,1,0,1,13.6,38.4,30.0,7.7,12.6,11.9,10.0,264,157.7,465,2.3,2.3,1013.6,0,0.0,0
CASE-002031,Port Connectivity,Tamil Nadu,Salem,154.8,227,138,3,64.9,79.6,67.5,91.0,79.9,93.4,84.6,5,8,3,10,4,23.1,33.4,24.0,18.5,22.6,20.7,13.7,138,154.8,227,2.5,5.8,1615.4,0,0.0,0
CASE-002032,Ring Road / Bypass,Maharashtra,Pune,181.9,302,326,3,58.1,47.6,74.5,48.9,43.5,37.4,57.8,15,17,2,133,4,50.9,55.2,24.0,10.7,62.7,49.2,21.4,326,181.9,302,2.8,5.2,1575.2,1,4.7,141
CASE-002033,Expressway / Highway,Maharashtra,Pune,176.7,334,207,2,53.9,68.9,71.0,80.5,81.5,90.8,100.0,5,6,3,32,1,24.3,15.3,24.0,19.5,38.4,20.3,7.9,207,176.7,334,2.4,2.9,2174.9,0,0.0,0
CASE-002034,Port Connectivity,Gujarat,Vadodara,440.9,730,444,3,72.9,94.8,83.3,98.9,91.3,85.0,100.0,3,4,2,4,0,5.0,7.9,30.0,24.2,30.6,5.0,4.0,444,440.9,730,2.7,0.9,2103.8,0,0.0,0
CASE-002035,Expressway / Highway,Telangana,Warangal,315.4,519,330,3,82.9,62.4,76.5,76.4,72.3,68.1,69.5,5,7,4,62,2,40.7,37.9,24.0,15.3,49.8,26.9,18.4,330,315.4,519,2.6,2.1,4130.8,0,0.0,0
CASE-002036,Expressway / Highway,Karnataka,Belagavi,109.9,243,211,1,66.4,73.8,84.0,74.9,57.1,56.4,88.3,9,15,2,42,5,50.5,29.4,36.0,29.8,32.3,18.5,18.3,211,109.9,243,1.5,7.1,1120.4,0,0.0,0
CASE-002037,Port Connectivity,Tamil Nadu,Tiruchirappalli,242.0,339,321,5,59.9,39.1,89.0,17.2,36.0,32.9,46.4,18,28,2,213,2,63.9,64.3,18.0,6.4,78.3,53.4,27.9,321,242.0,339,5.0,8.7,2708.0,1,4.6,138
CASE-002038,Ring Road / Bypass,Tamil Nadu,Coimbatore,190.0,341,257,2,78.8,82.5,80.2,100.0,78.0,80.2,94.5,3,4,3,0,3,24.1,16.6,24.0,6.3,28.5,15.3,12.9,257,190.0,341,2.3,1.6,1525.5,0,0.0,0
CASE-002039,Ring Road / Bypass,Tamil Nadu,Madurai,379.4,298,234,3,52.4,81.1,77.7,63.4,71.1,79.1,80.4,13,19,5,69,6,57.2,52.2,24.0,7.0,45.5,36.7,14.8,234,379.4,298,2.7,8.1,1917.0,0,0.0,0
CASE-002040,Freight Corridor,Karnataka,Belagavi,202.5,289,209,2,85.4,39.4,85.1,37.7,41.8,37.6,61.6,18,23,4,104,4,71.5,78.5,24.0,13.1,61.3,43.9,34.0,209,202.5,289,1.5,11.0,1469.0,1,2.9,87
CASE-002041,Expressway / Highway,Andhra Pradesh,Vijayawada,220.6,541,444,3,46.7,75.6,87.3,86.4,73.1,73.2,70.6,6,7,0,48,6,43.7,19.2,18.0,7.2,28.8,20.5,11.4,444,220.6,541,3.1,1.6,1714.0,0,0.0,0
CASE-002042,Freight Corridor,Maharashtra,Thane,204.8,289,286,3,66.3,48.1,70.6,72.2,54.8,57.8,66.3,9,14,3,64,5,40.6,38.1,24.0,4.6,36.6,22.0,17.7,286,204.8,289,3.2,4.9,1723.9,0,0.0,0
CASE-002043,Ring Road / Bypass,Maharashtra,Pune,245.1,425,310,3,52.2,54.6,64.3,63.2,49.6,58.7,59.5,9,10,5,91,6,27.0,41.2,36.0,18.5,49.2,38.3,24.1,310,245.1,425,2.7,3.2,2843.2,0,0.0,0
CASE-002044,Expressway / Highway,Tamil Nadu,Tiruchirappalli,241.6,233,174,4,43.7,61.4,58.9,65.3,45.6,51.6,74.3,14,15,6,48,3,58.0,68.5,30.0,22.5,49.2,35.2,22.3,174,241.6,233,3.5,8.6,2901.4,0,0.0,0
CASE-002045,Ring Road / Bypass,Andhra Pradesh,Nellore,182.3,333,195,4,50.3,26.2,31.6,24.5,23.9,20.6,42.6,22,36,11,118,13,70.8,84.9,24.0,6.6,74.8,48.8,39.4,195,182.3,333,4.5,18.5,2444.7,1,6.5,195
CASE-002046,Port Connectivity,Telangana,Hyderabad,386.0,449,313,3,56.2,100.0,87.7,100.0,92.3,100.0,100.0,1,2,0,0,1,5.0,4.9,42.0,28.9,10.0,5.0,20.3,313,386.0,449,2.9,0.6,2119.2,0,0.0,0
CASE-002047,Freight Corridor,Tamil Nadu,Madurai,77.6,105,67,1,59.7,64.4,78.2,68.3,59.3,58.2,72.6,9,12,2,17,4,64.5,56.4,30.0,18.5,30.5,27.9,21.7,67,77.6,105,1.2,17.9,806.9,0,0.0,0
CASE-002048,Elevated Expressway,Telangana,Medchal,248.7,349,284,3,72.6,71.3,82.4,73.1,67.7,48.2,71.6,12,16,5,61,6,18.4,42.4,48.0,15.9,45.7,30.7,29.2,284,248.7,349,3.0,5.6,1459.2,0,0.0,0
CASE-002049,Elevated Expressway,Maharashtra,Pune,194.1,222,137,3,61.3,81.6,86.3,100.0,89.3,100.0,100.0,1,1,1,0,0,14.5,41.8,24.0,11.9,33.3,15.1,4.0,137,194.1,222,2.8,0.7,2395.5,0,0.0,0
CASE-002050,Elevated Expressway,Tamil Nadu,Salem,230.0,471,424,2,72.2,75.7,58.7,66.8,68.4,68.2,75.6,11,19,4,113,2,34.7,60.7,42.0,10.7,44.9,26.8,28.6,424,230.0,471,2.5,4.5,1865.9,0,0.0,0
CASE-002051,Ring Road / Bypass,Maharashtra,Thane,391.8,1111,625,1,75.2,89.9,89.3,99.6,87.7,91.7,100.0,9,16,1,2,2,8.6,8.0,18.0,9.8,19.3,18.6,15.6,625,391.8,1111,1.1,2.6,2373.1,0,0.0,0
CASE-002052,Freight Corridor,Maharashtra,Nashik,174.8,532,329,2,62.3,65.3,63.4,53.3,58.2,43.9,75.4,18,31,5,123,3,49.2,45.6,48.0,37.5,67.6,29.4,17.5,329,174.8,532,1.8,9.4,1549.4,0,0.0,0
CASE-002053,Freight Corridor,Tamil Nadu,Madurai,201.5,187,233,2,49.3,80.9,100.0,78.0,88.9,95.0,85.2,8,14,1,41,2,15.4,29.7,18.0,12.2,21.1,17.2,14.6,233,201.5,187,2.2,6.0,2047.5,0,0.0,0
CASE-002054,Port Connectivity,Gujarat,Surat,258.2,400,247,3,71.0,17.0,64.2,50.2,29.8,23.5,60.0,13,22,6,98,7,58.6,52.5,30.0,13.3,54.6,32.8,26.1,247,258.2,400,3.1,8.9,3344.2,1,5.3,159
CASE-002055,Expressway / Highway,Andhra Pradesh,Chittoor,374.7,775,579,4,47.9,4.8,65.5,19.2,6.0,10.2,51.4,19,23,6,300,7,66.8,135.9,30.0,20.6,75.4,52.6,29.8,579,374.7,775,4.2,4.0,4224.6,1,7.6,228
CASE-002056,Port Connectivity,Telangana,Medchal,332.7,291,211,3,79.5,49.6,62.2,25.1,37.0,18.2,50.9,18,26,8,126,10,61.4,92.1,30.0,20.8,61.6,45.7,32.5,211,332.7,291,3.3,12.3,3763.6,1,2.8,84
CASE-002057,Ring Road / Bypass,Maharashtra,Nashik,322.2,430,239,5,67.2,24.3,61.4,33.2,28.9,27.0,52.1,21,31,7,128,8,74.4,73.8,24.0,12.9,75.0,37.9,32.5,239,322.2,430,4.7,13.0,3485.3,1,8.2,246
CASE-002058,Expressway / Highway,Karnataka,Tumakuru,467.6,1267,835,2,63.8,32.6,57.4,32.6,29.7,28.5,65.5,17,30,6,300,5,62.0,105.1,18.0,7.9,68.2,41.3,38.8,835,467.6,1267,1.6,3.6,3629.0,1,3.6,108
